datasetId,relativePath,sizeBytes,sha256,sourceGroupId,sourceClass,role,trainingEligible,notes
DS-090,Hemp_growth/C1/ryb_C1_20241214_16_00.jpg,5999,875f71af8407c3bc9648aaa26d7fca6dd621736159a173bfdc048a7bcb5b472b,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241214_17_00.jpg,6132,877b69fe9a168b1ebf0582fcde57ff24647531834194e5f0ca784ad4ab2a987d,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_08_00.jpg,6265,40d7bd1ac517149fe25d0c5299d7e7ebb6c79b204f10d864f10ceed6333dd2e2,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_09_00.jpg,14282,4325a19b8bf4b8d9464c71d30de25e8164cfa77b17ef0544f49b7e7a328db31a,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_10_00.jpg,6417,56c04bcf379d8fb1abe2f05c1c19d5e4421fd0fd56747b3109d7a5ff139ee079,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_11_00.jpg,6337,d3bb6ad55efbf02580ae3c063746b841bb5c98020ea98ee9423e1928222f5cb5,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_12_00.jpg,6533,981ed94794068313a1dda984262a3b71e8f6be70498a6427691ee6db4073fe65,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_13_00.jpg,6535,1fb7f81c595d738500dc913cdc7181413cbba10886b0e5b843d09276b1e4bc59,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_14_00.jpg,6560,fe30f54ce599626118f2e9e2fae34f0f2a8d1570c0d05f1a42ac49f205c91d2a,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_15_00.jpg,7539,4bf07fa8aaf482e84ec84626fd7e60f3c0caf5dd000d671fa86e9377eb6ef759,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241215_16_00.jpg,7887,bfb836e004bf13775e3d8adaec025d946ce2c7b361e3b5c4a1235ae861a6c013,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_10_00.jpg,7567,fcb4d7a917b54bb6a4913d50b20a5831b2c530a107a4075e1947fd2bca6e0690,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_11_00.jpg,6928,906bb14299128cd61045761511c537b5f62bd78b8060f1a886a219aba8a00058,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_12_00.jpg,7115,f5995fc81bd2b5bb7b223454c6f392745179ea0a85543b6941e9dc9eb4409026,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_13_00.jpg,7207,b9804bd2e898a7f33ffa2f1e87e6a230e9e96838b00c1abd4fcf00348d2aef45,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_14_00.jpg,7048,a49fdbda86d60c4ffbc5c81f951de1677abaa2ebbc56205471ffdde4551376b0,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_15_00.jpg,8622,a0fc76549e95a5df6d38b2857a39d5595fde5275e3a87545c038e41fcee54150,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_16_00.jpg,10204,c70a0b90c9d5e76bd0778e5e83d68c1cf08b395002544ba9d2576abfb852129d,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241216_17_00.jpg,8559,11fe9060765da979a9336efa9e07e824cfbdffbcd2c459e7e8c666eecd551910,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_08_00.jpg,7162,03cd1436d30c250cb82efeb3abdef994880a5250ed12635a8971d0149a480de9,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_09_00.jpg,7346,e1de14cadae82bcfaf9a7d3f7fdf8126dbd829334720a82864fbd88ec09774ac,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_10_00.jpg,7340,fefa4eb80301a9a77241757a9dee7aeb4757540c0ec6d87accb19d3900c7e338,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_11_00.jpg,7138,694065fd5570d5e72bcd3f3b04fc6af6133374e3b0c9ce6c20404da924461b7d,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_12_00.jpg,7485,a37f4aca21dfe7a2999e09a3518842e7089b300df6c899f1311eebc52818007e,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_13_00.jpg,7540,51881042606dcc4a9d3fa4a7e4356e15df0e38dba2b105f85e2ecc33ba51425e,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_14_00.jpg,7684,223ff8a413c66fff4ebf176eed966a53d7b317b7f879331a6faec17ed528f9ce,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_15_00.jpg,7303,688a5ca45ce6a165819b7fde7774a31b6b4c15a6687607b7697353cc988b7c0c,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_16_00.jpg,8397,91b19c52626a76a38f8e68c456858aa351ad6a73858f8ca88b142b89b27c7637,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241217_17_00.jpg,8238,81684403f43e148324341d4dd77cbbbe1cfe7b74e7001ec39785f73f2e1b4b6f,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_08_00.jpg,7390,f90b935d01c97fab93c771043c6fd3dc9532ede1554a6ad631526d6abc5ce02c,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_09_00.jpg,10048,d2286d97a2ef1f02a6a8afd4b80ab4aa606e0b2198bcd4209dc8710767a001ae,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_10_00.jpg,8019,88978a89e5252dca2ae173a0076588ca59690eefa19aa186693042eb70009d6c,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_11_00.jpg,7629,837ae6a06425e67e9ce1b66a4850daa975b851f36ac8974aacb329c0c98026d4,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_12_00.jpg,7605,ff560ddfe21a9ccc2c3d9ff80f805033f21a5b54275babd6bac989dbb9983431,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_13_00.jpg,8136,6c9ff946c7902861eee2239ea693e94edc32446b92aa12003e6d11fc53d85f27,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_14_00.jpg,7749,849053af2a7746d9ca7544d29f56e97fe5fe1438515c6fc8ab4febf6d7a16d36,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_15_00.jpg,8247,72cfcda5e9553d178c467ae973e5b8b9c136161f79bf071f36efc3432fac2088,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_16_00.jpg,8479,c686919beba4757c2f77b6e092ea5ddf840676938e136ad3b09a26f8f95bdd7b,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241218_17_00.jpg,8926,3f9baaac0564ce20309a097483a9972b2b9ed774b0bf5ed851e482c6d62d995f,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241219_13_00.jpg,8051,d4663a6fd81405369334c3ffd081ce3d0534106c4126018327ada21342279421,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241219_14_00.jpg,8965,d20d2a220dd0526ed64fd2f0cbe1724ddc9acfe81d587da82236c83e5183313a,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241219_15_00.jpg,8616,c2ae32f25f85bff3135eaa9fe7bd362a26854391138c8c713ebfdb5c6b9b8dbc,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241219_16_00.jpg,8679,59b0aae3c36ad78d0e466ea901ff077d6643e5c781abe4b32634be982517d737,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241219_17_00.jpg,8803,f830a53de201a291ec7d2939f7618495a4debff36e7c19af50b43d535c62cc34,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_08_00.jpg,8631,234bf66b00bdf85bca1e1d526d54ca5326e73d572fd78ee3c6d9eae2f4f403d7,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_09_00.jpg,15250,259419b03316ef577ea58ff86a212449ec7c48e524444bc5991538d19d8f6a55,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_10_00.jpg,10220,e13ca4435d69c7135547e948cde2696254cd22f2e0671b398f30b7755c5a3c24,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_11_00.jpg,8846,352ff36ee5c665bc5d906c6c0a59b2f99285b17735afbb3b7a0cc8be0abebdc3,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_12_00.jpg,8897,be5cd5c5e20d60131bb263cb89b0b29b17712c708fe7bf9afb15f0f5162f47bf,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_13_00.jpg,8981,32326a1affc06da43a22f947a08e956ae8dbd95e7d4e4d9c4513a075a4f31223,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_14_00.jpg,9445,a6a9c03154b005bb92f46b5c913452a52254bcbae4b9ab5bb5d72d80aa4580e6,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_15_00.jpg,9678,9838f657577e637ad449f6079899a2739559c1a1af19307af1b2d441510198a4,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_16_00.jpg,10722,275e86fc04f67571c03720287988cb3d84191635f18d07ca46680c6f3baa882f,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241220_17_00.jpg,9605,11061d1f6b9b361465b3d88d9596651318eae864aed5026e0978301cf6437ad1,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_08_00.jpg,8790,9e795fd3046c8a7724e74b3d7905c36ee5ae3a2723a1dbbada0a6177b4ff5c31,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_09_00.jpg,13433,8c411432c24e11145b1e8bda9b07cd9424a78ed7e7bc5e5e2de7805ed5a93a13,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_10_00.jpg,10108,b5668b577532e7270e92af43b9881730d7ee5e628058c98917461b2fc547de9c,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_11_00.jpg,9299,f595dfbb5cab98bec6e29707d0e9decdeb203ae279ed47221404b93de68e3311,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_12_00.jpg,9563,a80da75324e680e0b458dd501e0a77aa0f82782b5e9f7cb0fbbc2f408dfaef83,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_13_00.jpg,9757,658c8f5ed5fc1444879e4a4f132c630cb2026892dd4a493e91324dae0f6da9ce,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_14_00.jpg,10068,79d941b196d697380768b8e2c43f7cdb09e104414cf4c83b5dbe5c9228b80312,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_15_00.jpg,10749,4fb1775a4abd13ffa324d877b7ae29fc08318e463081774f484d0271560099f6,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_16_00.jpg,10956,9c5ba5413097047e9b70cd71e9b05e8edd5597b684dc2db22ec8e5d7e624e56a,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241221_17_00.jpg,10468,aa339f62385ff23fc855f1dccd9cad8cd9928df9978d59f8657525eee72fd97b,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_08_00.jpg,9282,bae73193afae3a79dac36128286592a136e991eede2ef6c814efb1d551245773,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_09_00.jpg,14245,42baa5d442c761b0911f3e17ab95fc2b719628d90d7e97fb21055ae05b5c2d27,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_10_00.jpg,10621,abc9d189fe4419e4e69acc0753295d01dbc600fb89f8967e285d13d2f68e72c8,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_11_00.jpg,9929,8ecb6f8174d204bf82593da5ddddcf672da8f1a0d30caa408c7f9b4671496f09,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_12_00.jpg,9960,70b2be39c7f0ec15e725630493e5bf6b00a5cc09644b4abec80bc6eed079f71d,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_13_00.jpg,10166,93296748c46446cffc6e2678520a3aed0a61726f218945a96ca438959eaf1054,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_14_00.jpg,10608,9bdd81c263052d8d9b2ff0524f5aecba5e7c50b584a3feb8de8c133d2492b64d,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_15_00.jpg,10744,420d1b504e33e1c51da523ca61fb8e1f5ded5bf01e12e668a34cd4983aca56b2,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_16_00.jpg,11253,dbb773e7e1650674da4ad7d7b80d003f457b188d73e42b6d983d33a0b5a34fc8,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241222_17_00.jpg,11163,48d47e69d27f6b312ed494bcea40c268c151bd46ec6e009528325ce86040e7a5,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_08_00.jpg,10111,8e0b8396db853c3d89aeb21854913d8e90a39ff48b69bac1a9d0542676d93553,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_09_00.jpg,14896,5bb7f4bc284ad5fa122c2ae937cacec695b97ecfa4d94273cf446736692207d5,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_10_00.jpg,11693,906ca5174062ae5e347e811b5759eea397dc140da3e87171e87385d4490e176b,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_11_00.jpg,11008,17fbbe50cf3ce4d31d66cc784139c57ba0dfa76cd99e483c5ab94ad518361a83,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_12_00.jpg,10909,5984a55eca9e5c5c7a89b8a4e9517f1ab99aed7105677130222debac0a76263e,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_13_00.jpg,11102,36f8cdff6622d4c170ba53205f1af0010fb0cce5a82ebc3f67c2e8920e9aa58f,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_14_00.jpg,10675,9fab1b00c9aa5d456297fabeb0348539de80999b26f1f304c5d445a4230bb9e8,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_15_00.jpg,12152,d0f11e45e8c7a422f3f7942ed6388c8003d523bfa3eb74c095a34676c478318c,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_16_00.jpg,13430,f296278ac1ad6ba81b33fc419e3d921b2d2db67032896c9957198f64059ccce9,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241223_17_00.jpg,11828,04602e7bc3efcc976a231cd1cc806ccbed9320a9903fb5826dd57485f151fcad,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_08_00.jpg,11318,86515ebf5c0d2f730ed744abe5fbb6d75e0284cbf55eff04389e18a48a747437,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_09_00.jpg,16119,c1b5423c2d1f18de227302eac9bbe758dd1cf0daac9eb8d83e41349a4c384eed,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_10_00.jpg,14296,8df07d74ade97216ed272c8975a0c6e82892f7b4818ac9794dbe745bd1f1ed16,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_11_00.jpg,12405,cb259bb91de479e9d4439bbf77943901587dba11763c6778e2b073dea6e2fb82,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_12_00.jpg,12383,b8b89da5a0a11ba5c806262f89d92bcd1b563a785c1cd3b629baf4fac639668b,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_13_00.jpg,12206,88caf8d8544d41b3d1d8720539ea99cb61a24e71e7fda1f3cdc195744af65607,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_14_00.jpg,12182,adc724a31f6f740190b81e0afaa9452ee5aeb39dece55192c9abcc4c8dfe4d97,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_15_00.jpg,13271,b6bab2c3e212b05ace4e82d1a368078a40802882b01b0903cc7c54f70ca6ab78,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C1/ryb_C1_20241224_16_00.jpg,14259,027dcc7d4e426bd7a37b4608c178047f90c0591d8d1b1a9152f3d67569376d92,DS090-C1,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
